exam_id,exam_title,student_session_id,student_name,student_number,status,score,maximum,released_at
3a9fc081-1c91-42b8-99f2-88d2a27a03e5,Commercial audit examination 04,af2be560-d061-4336-88de-ad52086e2d20,Audit Student 4-1,E04-S01,released,100,100,2026-08-26T20:11:41.817Z
3a9fc081-1c91-42b8-99f2-88d2a27a03e5,Commercial audit examination 04,747744d7-3bdd-4744-87db-032b34ce1715,Audit Student 4-2,E04-S02,released,100,100,2026-08-26T20:11:41.817Z
3a9fc081-1c91-42b8-99f2-88d2a27a03e5,Commercial audit examination 04,84bee601-47b8-4f42-87eb-0d4c00e336e1,Audit Student 4-3,E04-S03,released,100,100,2026-08-26T20:11:41.817Z
3a9fc081-1c91-42b8-99f2-88d2a27a03e5,Commercial audit examination 04,f3284712-0c6d-4b73-a8d0-8d6e7f3c3bd6,Audit Student 4-4,E04-S04,released,100,100,2026-08-26T20:11:41.817Z
3a9fc081-1c91-42b8-99f2-88d2a27a03e5,Commercial audit examination 04,f3ed5f96-da5d-47bf-b8aa-5b8350c77862,Audit Student 4-5,E04-S05,released,100,100,2026-08-26T20:11:41.817Z
3a9fc081-1c91-42b8-99f2-88d2a27a03e5,Commercial audit examination 04,578561b4-6ab7-4b70-8034-bedef37f7190,Audit Student 4-6,E04-S06,released,100,100,2026-08-26T20:11:41.817Z
3a9fc081-1c91-42b8-99f2-88d2a27a03e5,Commercial audit examination 04,e5f71e67-3a66-419d-97d2-21242347fd76,Audit Student 4-7,E04-S07,released,100,100,2026-08-26T20:11:41.817Z
3a9fc081-1c91-42b8-99f2-88d2a27a03e5,Commercial audit examination 04,7e5f0313-04de-47b3-8737-d792053b628b,Audit Student 4-8,E04-S08,released,100,100,2026-08-26T20:11:41.817Z
3a9fc081-1c91-42b8-99f2-88d2a27a03e5,Commercial audit examination 04,d6ef18ca-651a-4acf-a57c-06c685b5d017,Audit Student 4-9,E04-S09,released,100,100,2026-08-26T20:11:41.817Z
3a9fc081-1c91-42b8-99f2-88d2a27a03e5,Commercial audit examination 04,5a237ae5-6d92-47ba-9648-332a61b9ecc3,Audit Student 4-10,E04-S10,released,100,100,2026-08-26T20:11:41.817Z
3a9fc081-1c91-42b8-99f2-88d2a27a03e5,Commercial audit examination 04,f868618e-ed35-43cd-94e3-81ec9b058393,Audit Student 4-11,E04-S11,released,100,100,2026-08-26T20:11:41.817Z
3a9fc081-1c91-42b8-99f2-88d2a27a03e5,Commercial audit examination 04,b5cde5b5-f872-41bb-82f6-f4d9f9de9479,Audit Student 4-12,E04-S12,released,100,100,2026-08-26T20:11:41.817Z
3a9fc081-1c91-42b8-99f2-88d2a27a03e5,Commercial audit examination 04,2f0693b4-3551-4af0-a641-c17726802231,Audit Student 4-13,E04-S13,released,100,100,2026-08-26T20:11:41.817Z
