exam_id,exam_title,student_session_id,student_name,student_number,status,score,maximum,released_at
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,a2acec29-0413-4bec-b0ff-e93d817b60b8,Audit Student 8-1,E08-S01,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,c4fb1c6b-b985-4c64-89ed-bddeb67e7509,Audit Student 8-2,E08-S02,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,391d7ebe-c129-4dd5-861f-22b9cf10413a,Audit Student 8-3,E08-S03,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,11bea29b-05d2-4a7a-993b-8ed2ac65a8e3,Audit Student 8-4,E08-S04,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,42c7cb7d-acf2-40df-904c-55e785dc6302,Audit Student 8-5,E08-S05,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,bb2eb610-7bf5-4400-96de-d8e9aae93abb,Audit Student 8-6,E08-S06,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,6d786696-7eed-4c09-89ad-cf79e745d30f,Audit Student 8-7,E08-S07,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,fd900ad2-b50a-4c69-9a7b-a8459dc6f685,Audit Student 8-8,E08-S08,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,327cbf1e-debc-4405-9eee-3c945d97f4e1,Audit Student 8-9,E08-S09,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,6a36d0bc-0f06-4671-94ef-eb8e4f9d5fba,Audit Student 8-10,E08-S10,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,451bcde0-1c7e-45a2-85dc-857705bae9cf,Audit Student 8-11,E08-S11,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,71340c81-6d1f-46c9-b3a8-04377fa2397c,Audit Student 8-12,E08-S12,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,38ad365f-00de-4ff2-9b25-2f0a6d13938e,Audit Student 8-13,E08-S13,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,2469971d-c216-4f1f-b20f-d35dcd22c2df,Audit Student 8-14,E08-S14,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,9e9f0d75-3f6f-4926-a0b9-f54f5556fa7c,Audit Student 8-15,E08-S15,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,a66a0eaa-bef5-4e22-a6d5-250aefce50b5,Audit Student 8-16,E08-S16,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,231bfcdd-9957-4cd5-81d0-8f45a83b2abf,Audit Student 8-17,E08-S17,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,c9f2d875-67da-459c-b75a-40fa195db196,Audit Student 8-18,E08-S18,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,c79e8293-ed74-4f94-83f6-69e3c872b626,Audit Student 8-19,E08-S19,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,01c440b3-1115-4ea6-b870-2514f20b8165,Audit Student 8-20,E08-S20,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,33095835-a37f-43f6-9eab-55a535636bff,Audit Student 8-21,E08-S21,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,2b7ecc89-2863-412c-ac21-dd0022abe6c1,Audit Student 8-22,E08-S22,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,d0b2c7f5-8b04-402f-b175-31b3f49954a3,Audit Student 8-23,E08-S23,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,1fcb61ff-022c-4e52-8646-a6ffab1322c3,Audit Student 8-24,E08-S24,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,a8cd1a0c-ae13-47e5-bba8-572d578fa7c1,Audit Student 8-25,E08-S25,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,355e82d9-f9de-4ce7-8421-e8473b7192cc,Audit Student 8-26,E08-S26,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,c8836a7b-c6ed-4d5a-99ee-e94c72da1d11,Audit Student 8-27,E08-S27,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,0356d91d-fbda-4431-9da7-a20dd7f3c489,Audit Student 8-28,E08-S28,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,6d61c832-5d5b-4eba-bbc8-879825f2c9bc,Audit Student 8-29,E08-S29,released,100,100,2026-08-26T20:11:43.055Z
1059df86-df55-46df-ba37-a021e4566bd4,Commercial audit examination 08,d4c4a12b-0180-46d0-a514-25e34da90f67,Audit Student 8-30,E08-S30,released,100,100,2026-08-26T20:11:43.055Z
