exam_id,exam_title,student_session_id,student_name,student_number,status,score,maximum,released_at
db1b5fda-4849-4ad6-afed-fe8184933c8f,Commercial audit examination 03,6dc726cd-2ad9-46a2-9a5c-1ac601a5114c,Audit Student 3-1,E03-S01,released,100,100,2026-08-26T20:11:41.485Z
db1b5fda-4849-4ad6-afed-fe8184933c8f,Commercial audit examination 03,51ebe50f-f0c2-4e7d-b6d1-6fcc7046f1e9,Audit Student 3-2,E03-S02,released,100,100,2026-08-26T20:11:41.485Z
db1b5fda-4849-4ad6-afed-fe8184933c8f,Commercial audit examination 03,d6c9e6dc-5dbe-4393-90af-82f0e2115313,Audit Student 3-3,E03-S03,released,100,100,2026-08-26T20:11:41.485Z
db1b5fda-4849-4ad6-afed-fe8184933c8f,Commercial audit examination 03,cfeaa57d-1393-4a22-8c60-71e9359dbd28,Audit Student 3-4,E03-S04,released,100,100,2026-08-26T20:11:41.485Z
db1b5fda-4849-4ad6-afed-fe8184933c8f,Commercial audit examination 03,742a6390-f798-42c1-b14b-8a1327a86771,Audit Student 3-5,E03-S05,released,100,100,2026-08-26T20:11:41.485Z
db1b5fda-4849-4ad6-afed-fe8184933c8f,Commercial audit examination 03,2a8b64c0-078d-4c5b-8f1a-9066a00c57f6,Audit Student 3-6,E03-S06,released,100,100,2026-08-26T20:11:41.485Z
db1b5fda-4849-4ad6-afed-fe8184933c8f,Commercial audit examination 03,e124367d-18e0-4140-b469-8f5660e79183,Audit Student 3-7,E03-S07,released,100,100,2026-08-26T20:11:41.485Z
db1b5fda-4849-4ad6-afed-fe8184933c8f,Commercial audit examination 03,270952d7-85de-484c-8be2-a317d0f2aeb3,Audit Student 3-8,E03-S08,released,100,100,2026-08-26T20:11:41.485Z
db1b5fda-4849-4ad6-afed-fe8184933c8f,Commercial audit examination 03,fd612bc5-a133-4bac-80a8-d66d6d9410b9,Audit Student 3-9,E03-S09,released,100,100,2026-08-26T20:11:41.485Z
db1b5fda-4849-4ad6-afed-fe8184933c8f,Commercial audit examination 03,87741559-1822-44fc-a990-d187f6036d20,Audit Student 3-10,E03-S10,released,100,100,2026-08-26T20:11:41.485Z
db1b5fda-4849-4ad6-afed-fe8184933c8f,Commercial audit examination 03,a971f17b-c511-44d2-a75c-dc0479c368ce,Audit Student 3-11,E03-S11,released,100,100,2026-08-26T20:11:41.485Z
db1b5fda-4849-4ad6-afed-fe8184933c8f,Commercial audit examination 03,9897b053-421e-46cd-a96f-b76bf99ba5d9,Audit Student 3-12,E03-S12,released,100,100,2026-08-26T20:11:41.485Z
db1b5fda-4849-4ad6-afed-fe8184933c8f,Commercial audit examination 03,37160d75-ff0f-444e-86f6-06b225e8361f,Audit Student 3-13,E03-S13,released,100,100,2026-08-26T20:11:41.485Z
