exam_id,exam_title,student_session_id,student_name,student_number,status,score,maximum,released_at
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,0412c529-b83f-4d1a-9f03-00e6791443ce,Audit Student 6-1,E06-S01,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,8deea2a1-f02f-487b-b720-c4957a65cc7c,Audit Student 6-2,E06-S02,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,1b79b82d-666f-42c6-9df6-439366f7d128,Audit Student 6-3,E06-S03,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,46927267-737a-4fcb-9850-4d9c22537fc5,Audit Student 6-4,E06-S04,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,9460a790-5d38-4cee-8283-b0ef35d4490b,Audit Student 6-5,E06-S05,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,a29eaf72-a1c0-4a14-81bd-034dda40b703,Audit Student 6-6,E06-S06,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,572386e9-ca03-4f75-bae1-9a0de1f52897,Audit Student 6-7,E06-S07,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,de49a883-c43f-4f89-9479-380bcfdbbaee,Audit Student 6-8,E06-S08,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,ff93dc1b-ebe5-42eb-9c8f-2136b3e3a0db,Audit Student 6-9,E06-S09,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,aa6c076b-0cf2-426f-9836-cd41701f1ca4,Audit Student 6-10,E06-S10,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,826f8468-6cea-44f9-aedb-63026150fe47,Audit Student 6-11,E06-S11,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,5c1dfbe5-9863-4cf8-ba61-df995ee77156,Audit Student 6-12,E06-S12,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,98744d88-1951-45c4-9207-0c886eb22e4a,Audit Student 6-13,E06-S13,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,7b0098aa-338d-431d-94ff-9b475537e473,Audit Student 6-14,E06-S14,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,2d2c24ad-0e74-4661-aaac-ebc4ee59222d,Audit Student 6-15,E06-S15,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,3827d12d-3698-44a2-b21c-3cba72064341,Audit Student 6-16,E06-S16,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,a3234fe8-a1fb-456b-b62b-225727a904b7,Audit Student 6-17,E06-S17,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,1c4c07ae-8ae2-47fa-9402-6ff70661e7b1,Audit Student 6-18,E06-S18,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,902a64d4-0837-4cc5-ab5b-c748df9efa60,Audit Student 6-19,E06-S19,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,99e7a03b-8b43-4fbf-bf70-22015069375e,Audit Student 6-20,E06-S20,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,a422bb08-3c54-4480-88ba-6549e39a0478,Audit Student 6-21,E06-S21,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,4bc54a83-123e-44fb-a3c5-993af2ea49dd,Audit Student 6-22,E06-S22,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,3e546a1b-aa56-471a-9f02-de6c6ad200f0,Audit Student 6-23,E06-S23,released,100,100,2026-08-26T20:11:42.441Z
45abd335-0b10-4ec6-8597-ebe861cfcb60,Commercial audit examination 06,f19b0b45-ad11-4ab0-9f75-1e5b3a62aacc,Audit Student 6-24,E06-S24,released,100,100,2026-08-26T20:11:42.441Z
