exam_id,exam_title,student_session_id,student_name,student_number,status,score,maximum,released_at
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,f1447d12-02e5-4a77-b9f3-22956134c802,Audit Student 10-1,E10-S01,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,3b84499a-2769-4758-86fc-4f1adcd67149,Audit Student 10-2,E10-S02,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,d804953c-a3d4-41cb-96ff-0e0cda853545,Audit Student 10-3,E10-S03,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,fffe4eab-c096-4d3c-82a8-9723f4a87101,Audit Student 10-4,E10-S04,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,4291d69c-450a-46a9-992f-374ebb0907b3,Audit Student 10-5,E10-S05,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,0922d7c3-2af4-482b-a4da-f2b69195cf2b,Audit Student 10-6,E10-S06,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,d73c1427-a06c-480e-aeaf-4e72f9d49655,Audit Student 10-7,E10-S07,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,c2b180e4-95c5-443b-a85c-169f9db11507,Audit Student 10-8,E10-S08,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,8614a15e-998a-4dd5-a14c-a8cdfa56e976,Audit Student 10-9,E10-S09,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,ae2c2a3d-4842-43c1-9470-4eeb10a0d77c,Audit Student 10-10,E10-S10,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,5ae51fee-1974-44b7-a096-05e726761532,Audit Student 10-11,E10-S11,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,a0471e1c-001b-468f-a920-eb2a89d4876c,Audit Student 10-12,E10-S12,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,4683299f-c090-471b-bfb8-88fa6ad82d99,Audit Student 10-13,E10-S13,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,25842ef9-b16d-4156-83a7-609c90e8cc33,Audit Student 10-14,E10-S14,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,8dd49466-61a7-4ca0-aa80-1b026acc77cc,Audit Student 10-15,E10-S15,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,16f59edd-1c56-4eb4-bf4b-72f9d72a4b7c,Audit Student 10-16,E10-S16,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,9de4a561-ec19-493d-b2f7-a03906c2ea2a,Audit Student 10-17,E10-S17,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,8a428f1b-3860-4a37-b7f3-ccb13f41eace,Audit Student 10-18,E10-S18,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,39986bb6-6813-4b51-8024-f04742193f8a,Audit Student 10-19,E10-S19,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,e763a3d5-70c3-4c0c-8109-7abdb9a3b320,Audit Student 10-20,E10-S20,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,3c08fa56-0cae-4c3c-938e-97fc76b97458,Audit Student 10-21,E10-S21,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,e9c8ce73-fde5-4b35-9da3-70ebed13172d,Audit Student 10-22,E10-S22,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,43b6391e-49a7-43e3-81f7-fae1eb011ef4,Audit Student 10-23,E10-S23,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,af859088-0839-4ac9-826f-746542f9f0ac,Audit Student 10-24,E10-S24,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,88c2711b-d5b6-4b5c-a03f-a4a0589ef966,Audit Student 10-25,E10-S25,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,2f037519-3342-4e9f-a5c9-13b3fa2f98b4,Audit Student 10-26,E10-S26,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,6ea3c1ed-a86f-46f0-8b47-f8cdde447441,Audit Student 10-27,E10-S27,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,655d70fc-c28d-4aa8-a38c-bd545724ab8d,Audit Student 10-28,E10-S28,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,bd0dc060-506b-4a1a-a150-466f9778c356,Audit Student 10-29,E10-S29,released,100,100,2026-08-26T20:11:43.696Z
2d62c183-7bf8-4ead-88e4-427b2eef0dbd,Commercial audit examination 10,ce1cc81d-73c2-4448-b1f8-5dc81d62c3a5,Audit Student 10-30,E10-S30,released,100,100,2026-08-26T20:11:43.696Z
