exam_id,exam_title,student_session_id,student_name,student_number,status,score,maximum,released_at
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,8f5eb043-ab46-4d33-8b84-9db8a8561f28,Audit Student 5-1,E05-S01,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,371e95be-8cd2-42ea-ac7a-aa98996a9646,Audit Student 5-2,E05-S02,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,dd223f14-f458-4f72-9a3b-0ea694780115,Audit Student 5-3,E05-S03,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,395f89ee-2819-408e-9200-e12a04d09ce2,Audit Student 5-4,E05-S04,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,f3f1d615-05bc-4b74-9b36-85873bf76cba,Audit Student 5-5,E05-S05,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,e2ef7329-8826-4610-95db-f724c02464ae,Audit Student 5-6,E05-S06,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,8940ab2f-b379-433f-83bf-f5d50098b8bf,Audit Student 5-7,E05-S07,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,ac27c545-abea-4f64-a1db-e4e602d86c66,Audit Student 5-8,E05-S08,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,c1b29f31-db76-4ece-bcd0-ac8784b84c84,Audit Student 5-9,E05-S09,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,9e07e068-6889-4344-8132-7e97e7cd150c,Audit Student 5-10,E05-S10,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,9a1b05a8-bc31-423a-9f49-891feb494216,Audit Student 5-11,E05-S11,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,4b4bf50a-716d-4343-b768-cf7cb7ade5a1,Audit Student 5-12,E05-S12,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,c33a38e9-ebad-4e6c-b1ec-cb5410bc447f,Audit Student 5-13,E05-S13,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,777e08ef-064a-4cca-b466-fcad8794d723,Audit Student 5-14,E05-S14,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,ded6599f-3387-4c0a-ae69-8d21f563881e,Audit Student 5-15,E05-S15,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,9a01d385-9a10-4010-b38b-2d9e31e02693,Audit Student 5-16,E05-S16,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,2e6425fc-9da9-431b-b017-bee862835657,Audit Student 5-17,E05-S17,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,9f141447-bed8-433c-9c53-b849e3dac5a9,Audit Student 5-18,E05-S18,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,a943338a-0ef6-40e3-b49e-7949977cb997,Audit Student 5-19,E05-S19,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,51c6a874-1c7c-4a8e-b201-ac84f636047c,Audit Student 5-20,E05-S20,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,b89f6585-6946-4562-9bf5-14dfc175301b,Audit Student 5-21,E05-S21,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,44f57328-5990-4d37-b774-00752d2a7179,Audit Student 5-22,E05-S22,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,d5f3e670-0a95-4cf6-b495-8667562b220b,Audit Student 5-23,E05-S23,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,7517405e-3ce8-45bf-b9a9-5db2b2e6f1bc,Audit Student 5-24,E05-S24,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,0b97e3fa-ae2f-4bd3-8406-fc6c37967fb2,Audit Student 5-25,E05-S25,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,575bd11f-c2ca-4bb5-8394-d9a28ead2dca,Audit Student 5-26,E05-S26,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,2ee0cf92-848a-4bfe-a56e-fae1b3104ea7,Audit Student 5-27,E05-S27,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,bfb70efa-2c7b-47c2-9918-1f84c54909da,Audit Student 5-28,E05-S28,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,b781900f-1942-49b4-9213-1a2429ac7eb8,Audit Student 5-29,E05-S29,released,100,100,2026-08-26T20:11:42.135Z
b44f6fe2-5f65-4a80-ae22-21b4c8d18cbe,Commercial audit examination 05,fa6aabba-cb03-465c-89ff-f245a6aeef6f,Audit Student 5-30,E05-S30,released,100,100,2026-08-26T20:11:42.135Z
