exam_id,exam_title,student_session_id,student_name,student_number,status,score,maximum,released_at
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,0419641b-dbed-46c9-b45a-76280db408bb,Audit Student 9-1,E09-S01,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,21947ec1-984b-46dc-b914-0d4dc1e36ace,Audit Student 9-2,E09-S02,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,49a53fad-861d-49b0-8bd4-358775a76fc0,Audit Student 9-3,E09-S03,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,48277142-7d59-44dc-9fa0-827abd3d3aa7,Audit Student 9-4,E09-S04,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,84756e11-1286-441c-8442-22ec230db190,Audit Student 9-5,E09-S05,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,b57dc05e-33bc-4327-9cbc-14df09fa5b74,Audit Student 9-6,E09-S06,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,2734ad63-24b5-4f35-8a4b-c89c9481811c,Audit Student 9-7,E09-S07,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,64d0fa2b-6d84-476e-92af-7af989f993bb,Audit Student 9-8,E09-S08,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,9384b710-280f-4496-b842-8beae13820ec,Audit Student 9-9,E09-S09,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,b5543716-787f-44a1-bb59-1598f0d30c06,Audit Student 9-10,E09-S10,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,13fedc74-74ff-4736-935e-92d2b408ded7,Audit Student 9-11,E09-S11,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,21e46355-5497-443c-aa14-467c5cd68e91,Audit Student 9-12,E09-S12,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,2472139f-bcf4-42ca-bbee-8f36d5560281,Audit Student 9-13,E09-S13,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,a7818231-ca21-4b2d-8b01-0ab9ccc78205,Audit Student 9-14,E09-S14,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,4afa83ee-972d-47c2-9974-7a1d0ee76d6e,Audit Student 9-15,E09-S15,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,ddb5992e-17d8-4b2a-95ef-55c6010a8204,Audit Student 9-16,E09-S16,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,518fbcde-3a73-42fc-9861-7eb9bb11d0a5,Audit Student 9-17,E09-S17,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,31aa39dd-c36c-4179-be08-7a24abd27f6a,Audit Student 9-18,E09-S18,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,10aa7611-548f-49f4-9692-66ee63e1551f,Audit Student 9-19,E09-S19,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,5146a913-2f47-437e-8bb1-b94d5dacd3da,Audit Student 9-20,E09-S20,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,ce59ca08-af68-4b02-b16d-305c8d76f21f,Audit Student 9-21,E09-S21,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,efa6ecae-9b78-48aa-b4a1-9b4192f6c051,Audit Student 9-22,E09-S22,released,100,100,2026-08-26T20:11:43.375Z
e04c7b7e-c06d-4368-9d43-95fc5edec7cb,Commercial audit examination 09,fd0f9214-2d8d-4824-8b33-a0cefbb51365,Audit Student 9-23,E09-S23,released,100,100,2026-08-26T20:11:43.375Z
